fecha,rango_edad,rango_edad_medio,sexo,hospitalizados,fallecidos_acumulado,fallecidos
24/03/2020 0:00,0-9,5,hombres,20,0,0
24/03/2020 0:00,0-9,5,mujeres,15,0,0
24/03/2020 0:00,10-19,15,hombres,7,0,0
24/03/2020 0:00,10-19,15,mujeres,13,1,1
24/03/2020 0:00,20-29,25,hombres,111,3,3
24/03/2020 0:00,20-29,25,mujeres,87,1,1
24/03/2020 0:00,30-39,35,hombres,218,2,2
24/03/2020 0:00,30-39,35,mujeres,213,3,3
24/03/2020 0:00,40-49,45,hombres,477,6,6
24/03/2020 0:00,40-49,45,mujeres,298,3,3
24/03/2020 0:00,50-59,55,hombres,658,14,14
24/03/2020 0:00,50-59,55,mujeres,415,8,8
24/03/2020 0:00,60-69,65,hombres,829,56,56
24/03/2020 0:00,60-69,65,mujeres,602,18,18
24/03/2020 0:00,70-79,75,hombres,1193,137,137
24/03/2020 0:00,70-79,75,mujeres,665,47,47
24/03/2020 0:00,80-89,85,hombres,870,253,253
24/03/2020 0:00,80-89,85,mujeres,600,150,150
24/03/2020 0:00,90 - +,95,hombres,200,85,85
24/03/2020 0:00,90 - +,95,mujeres,201,84,84
25/03/2020 0:00,0-9,5,hombres,24,0,0
25/03/2020 0:00,0-9,5,mujeres,16,0,0
25/03/2020 0:00,10-19,15,hombres,6,0,0
25/03/2020 0:00,10-19,15,mujeres,16,1,0
25/03/2020 0:00,20-29,25,hombres,116,3,0
25/03/2020 0:00,20-29,25,mujeres,99,1,0
25/03/2020 0:00,30-39,35,hombres,226,2,0
25/03/2020 0:00,30-39,35,mujeres,223,3,0
25/03/2020 0:00,40-49,45,hombres,519,7,1
25/03/2020 0:00,40-49,45,mujeres,320,3,0
25/03/2020 0:00,50-59,55,hombres,715,15,1
25/03/2020 0:00,50-59,55,mujeres,457,7,-1
25/03/2020 0:00,60-69,65,hombres,913,59,3
25/03/2020 0:00,60-69,65,mujeres,652,20,2
25/03/2020 0:00,70-79,75,hombres,1313,143,6
25/03/2020 0:00,70-79,75,mujeres,745,48,1
25/03/2020 0:00,80-89,85,hombres,945,269,16
25/03/2020 0:00,80-89,85,mujeres,655,159,9
25/03/2020 0:00,90 - +,95,hombres,219,89,4
25/03/2020 0:00,90 - +,95,mujeres,222,89,5
26/03/2020 0:00,0-9,5,hombres,26,0,0
26/03/2020 0:00,0-9,5,mujeres,19,0,0
26/03/2020 0:00,10-19,15,hombres,12,0,0
26/03/2020 0:00,10-19,15,mujeres,21,1,0
26/03/2020 0:00,20-29,25,hombres,155,4,1
26/03/2020 0:00,20-29,25,mujeres,144,0,-1
26/03/2020 0:00,30-39,35,hombres,347,3,1
26/03/2020 0:00,30-39,35,mujeres,294,4,1
26/03/2020 0:00,40-49,45,hombres,765,9,2
26/03/2020 0:00,40-49,45,mujeres,528,10,7
26/03/2020 0:00,50-59,55,hombres,1160,28,13
26/03/2020 0:00,50-59,55,mujeres,775,7,0
26/03/2020 0:00,60-69,65,hombres,1546,73,14
26/03/2020 0:00,60-69,65,mujeres,1087,41,21
26/03/2020 0:00,70-79,75,hombres,2139,219,76
26/03/2020 0:00,70-79,75,mujeres,1224,84,36
26/03/2020 0:00,80-89,85,hombres,1473,364,95
26/03/2020 0:00,80-89,85,mujeres,1045,230,71
26/03/2020 0:00,90 - +,95,hombres,324,128,39
26/03/2020 0:00,90 - +,95,mujeres,375,121,32
27/03/2020 0:00,0-9,5,hombres,27,0,0
27/03/2020 0:00,0-9,5,mujeres,19,0,0
27/03/2020 0:00,10-19,15,hombres,16,0,0
27/03/2020 0:00,10-19,15,mujeres,20,1,0
27/03/2020 0:00,20-29,25,hombres,161,4,0
27/03/2020 0:00,20-29,25,mujeres,132,0,0
27/03/2020 0:00,30-39,35,hombres,362,3,0
27/03/2020 0:00,30-39,35,mujeres,293,4,0
27/03/2020 0:00,40-49,45,hombres,815,9,0
27/03/2020 0:00,40-49,45,mujeres,533,10,0
27/03/2020 0:00,50-59,55,hombres,1235,28,0
27/03/2020 0:00,50-59,55,mujeres,808,7,0
27/03/2020 0:00,60-69,65,hombres,1627,75,2
27/03/2020 0:00,60-69,65,mujeres,1157,44,3
27/03/2020 0:00,70-79,75,hombres,2245,230,11
27/03/2020 0:00,70-79,75,mujeres,1328,89,5
27/03/2020 0:00,80-89,85,hombres,1540,369,5
27/03/2020 0:00,80-89,85,mujeres,1114,239,9
27/03/2020 0:00,90 - +,95,hombres,334,132,4
27/03/2020 0:00,90 - +,95,mujeres,401,123,2
28/03/2020 0:00,0-9,5,hombres,30,0,0
28/03/2020 0:00,0-9,5,mujeres,19,0,0
28/03/2020 0:00,10-19,15,hombres,15,0,0
28/03/2020 0:00,10-19,15,mujeres,20,1,0
28/03/2020 0:00,20-29,25,hombres,168,4,0
28/03/2020 0:00,20-29,25,mujeres,140,0,0
28/03/2020 0:00,30-39,35,hombres,383,3,0
28/03/2020 0:00,30-39,35,mujeres,314,4,0
28/03/2020 0:00,40-49,45,hombres,880,9,0
28/03/2020 0:00,40-49,45,mujeres,580,10,0
28/03/2020 0:00,50-59,55,hombres,1331,29,1
28/03/2020 0:00,50-59,55,mujeres,869,8,1
28/03/2020 0:00,60-69,65,hombres,1760,78,3
28/03/2020 0:00,60-69,65,mujeres,1238,45,1
28/03/2020 0:00,70-79,75,hombres,2372,248,18
28/03/2020 0:00,70-79,75,mujeres,1416,95,6
28/03/2020 0:00,80-89,85,hombres,1610,384,15
28/03/2020 0:00,80-89,85,mujeres,1181,258,19
28/03/2020 0:00,90 - +,95,hombres,350,137,5
28/03/2020 0:00,90 - +,95,mujeres,416,129,6
29/03/2020 0:00,0-9,5,hombres,39,0,0
29/03/2020 0:00,0-9,5,mujeres,26,0,0
29/03/2020 0:00,10-19,15,hombres,22,0,0
29/03/2020 0:00,10-19,15,mujeres,25,1,0
29/03/2020 0:00,20-29,25,hombres,224,6,2
29/03/2020 0:00,20-29,25,mujeres,218,0,0
29/03/2020 0:00,30-39,35,hombres,584,5,2
29/03/2020 0:00,30-39,35,mujeres,486,5,1
29/03/2020 0:00,40-49,45,hombres,1317,19,10
29/03/2020 0:00,40-49,45,mujeres,886,16,6
29/03/2020 0:00,50-59,55,hombres,2056,55,26
29/03/2020 0:00,50-59,55,mujeres,1293,18,10
29/03/2020 0:00,60-69,65,hombres,2654,150,72
29/03/2020 0:00,60-69,65,mujeres,1804,75,30
29/03/2020 0:00,70-79,75,hombres,3551,541,293
29/03/2020 0:00,70-79,75,mujeres,2176,213,118
29/03/2020 0:00,80-89,85,hombres,2355,720,336
29/03/2020 0:00,80-89,85,mujeres,1699,467,209
29/03/2020 0:00,90 - +,95,hombres,470,218,81
29/03/2020 0:00,90 - +,95,mujeres,544,215,86
30/03/2020 0:00,0-9,5,hombres,39,0,0
30/03/2020 0:00,0-9,5,mujeres,26,0,0
30/03/2020 0:00,10-19,15,hombres,23,0,0
30/03/2020 0:00,10-19,15,mujeres,26,1,0
30/03/2020 0:00,20-29,25,hombres,228,6,0
30/03/2020 0:00,20-29,25,mujeres,221,0,0
30/03/2020 0:00,30-39,35,hombres,596,5,0
30/03/2020 0:00,30-39,35,mujeres,503,5,0
30/03/2020 0:00,40-49,45,hombres,1346,20,1
30/03/2020 0:00,40-49,45,mujeres,903,16,0
30/03/2020 0:00,50-59,55,hombres,2100,59,4
30/03/2020 0:00,50-59,55,mujeres,1330,19,1
30/03/2020 0:00,60-69,65,hombres,2745,154,4
30/03/2020 0:00,60-69,65,mujeres,1863,78,3
30/03/2020 0:00,70-79,75,hombres,3634,550,9
30/03/2020 0:00,70-79,75,mujeres,2232,209,-4
30/03/2020 0:00,80-89,85,hombres,2398,740,20
30/03/2020 0:00,80-89,85,mujeres,1738,475,8
30/03/2020 0:00,90 - +,95,hombres,475,225,7
30/03/2020 0:00,90 - +,95,mujeres,551,221,6
31/03/2020 0:00,0-9,5,hombres,39,0,0
31/03/2020 0:00,0-9,5,mujeres,35,1,1
31/03/2020 0:00,10-19,15,hombres,24,0,0
31/03/2020 0:00,10-19,15,mujeres,29,1,0
31/03/2020 0:00,20-29,25,hombres,243,6,0
31/03/2020 0:00,20-29,25,mujeres,229,0,0
31/03/2020 0:00,30-39,35,hombres,623,7,2
31/03/2020 0:00,30-39,35,mujeres,540,6,1
31/03/2020 0:00,40-49,45,hombres,1455,25,5
31/03/2020 0:00,40-49,45,mujeres,985,18,2
31/03/2020 0:00,50-59,55,hombres,2271,72,13
31/03/2020 0:00,50-59,55,mujeres,1472,27,8
31/03/2020 0:00,60-69,65,hombres,2985,202,48
31/03/2020 0:00,60-69,65,mujeres,2037,96,18
31/03/2020 0:00,70-79,75,hombres,3956,653,103
31/03/2020 0:00,70-79,75,mujeres,2446,261,52
31/03/2020 0:00,80-89,85,hombres,2642,874,134
31/03/2020 0:00,80-89,85,mujeres,1933,568,93
31/03/2020 0:00,90 - +,95,hombres,530,264,39
31/03/2020 0:00,90 - +,95,mujeres,608,259,38
1/04/2020 0:00,0-9,5,hombres,41,0,0
1/04/2020 0:00,0-9,5,mujeres,33,1,0
1/04/2020 0:00,10-19,15,hombres,24,0,0
1/04/2020 0:00,10-19,15,mujeres,29,1,0
1/04/2020 0:00,20-29,25,hombres,243,6,0
1/04/2020 0:00,20-29,25,mujeres,232,0,0
1/04/2020 0:00,30-39,35,hombres,631,7,0
1/04/2020 0:00,30-39,35,mujeres,540,7,1
1/04/2020 0:00,40-49,45,hombres,1482,26,1
1/04/2020 0:00,40-49,45,mujeres,979,18,0
1/04/2020 0:00,50-59,55,hombres,2309,72,0
1/04/2020 0:00,50-59,55,mujeres,1485,29,2
1/04/2020 0:00,60-69,65,hombres,3038,204,2
1/04/2020 0:00,60-69,65,mujeres,2037,97,1
1/04/2020 0:00,70-79,75,hombres,4011,664,11
1/04/2020 0:00,70-79,75,mujeres,2466,265,4
1/04/2020 0:00,80-89,85,hombres,2666,882,8
1/04/2020 0:00,80-89,85,mujeres,1957,579,11
1/04/2020 0:00,90 - +,95,hombres,536,274,10
1/04/2020 0:00,90 - +,95,mujeres,616,264,5
2/04/2020 0:00,0-9,5,hombres,50,0,0
2/04/2020 0:00,0-9,5,mujeres,36,1,0
2/04/2020 0:00,10-19,15,hombres,33,0,0
2/04/2020 0:00,10-19,15,mujeres,39,1,0
2/04/2020 0:00,20-29,25,hombres,274,5,-1
2/04/2020 0:00,20-29,25,mujeres,270,1,1
2/04/2020 0:00,30-39,35,hombres,734,12,5
2/04/2020 0:00,30-39,35,mujeres,642,7,0
2/04/2020 0:00,40-49,45,hombres,1833,32,6
2/04/2020 0:00,40-49,45,mujeres,1204,20,2
2/04/2020 0:00,50-59,55,hombres,2918,94,22
2/04/2020 0:00,50-59,55,mujeres,1876,43,14
2/04/2020 0:00,60-69,65,hombres,3949,274,70
2/04/2020 0:00,60-69,65,mujeres,2559,111,14
2/04/2020 0:00,70-79,75,hombres,5032,887,223
2/04/2020 0:00,70-79,75,mujeres,3078,333,68
2/04/2020 0:00,80-89,85,hombres,3370,1205,323
2/04/2020 0:00,80-89,85,mujeres,2559,743,164
2/04/2020 0:00,90 - +,95,hombres,715,364,90
2/04/2020 0:00,90 - +,95,mujeres,848,389,125
3/04/2020 0:00,0-9,5,hombres,50,0,0
3/04/2020 0:00,0-9,5,mujeres,36,1,0
3/04/2020 0:00,10-19,15,hombres,38,0,0
3/04/2020 0:00,10-19,15,mujeres,40,1,0
3/04/2020 0:00,20-29,25,hombres,280,5,0
3/04/2020 0:00,20-29,25,mujeres,275,1,0
3/04/2020 0:00,30-39,35,hombres,754,12,0
3/04/2020 0:00,30-39,35,mujeres,657,8,1
3/04/2020 0:00,40-49,45,hombres,1874,32,0
3/04/2020 0:00,40-49,45,mujeres,1245,19,-1
3/04/2020 0:00,50-59,55,hombres,3010,96,2
3/04/2020 0:00,50-59,55,mujeres,1937,43,0
3/04/2020 0:00,60-69,65,hombres,4078,284,10
3/04/2020 0:00,60-69,65,mujeres,2640,115,4
3/04/2020 0:00,70-79,75,hombres,5174,930,43
3/04/2020 0:00,70-79,75,mujeres,3172,352,19
3/04/2020 0:00,80-89,85,hombres,3453,1237,32
3/04/2020 0:00,80-89,85,mujeres,2632,777,34
3/04/2020 0:00,90 - +,95,hombres,726,386,22
3/04/2020 0:00,90 - +,95,mujeres,868,405,16
4/04/2020 0:00,0-9,5,hombres,50,0,0
4/04/2020 0:00,0-9,5,mujeres,36,1,0
4/04/2020 0:00,10-19,15,hombres,38,0,0
4/04/2020 0:00,10-19,15,mujeres,40,1,0
4/04/2020 0:00,20-29,25,hombres,280,5,0
4/04/2020 0:00,20-29,25,mujeres,275,1,0
4/04/2020 0:00,30-39,35,hombres,754,12,0
4/04/2020 0:00,30-39,35,mujeres,657,8,0
4/04/2020 0:00,40-49,45,hombres,1874,32,0
4/04/2020 0:00,40-49,45,mujeres,1245,19,0
4/04/2020 0:00,50-59,55,hombres,3010,96,0
4/04/2020 0:00,50-59,55,mujeres,1937,43,0
4/04/2020 0:00,60-69,65,hombres,4078,284,0
4/04/2020 0:00,60-69,65,mujeres,2640,115,0
4/04/2020 0:00,70-79,75,hombres,5174,930,0
4/04/2020 0:00,70-79,75,mujeres,3172,352,0
4/04/2020 0:00,80-89,85,hombres,3453,1237,0
4/04/2020 0:00,80-89,85,mujeres,2632,777,0
4/04/2020 0:00,90 - +,95,hombres,726,386,0
4/04/2020 0:00,90 - +,95,mujeres,868,405,0
5/04/2020 0:00,0-9,5,hombres,65,1,1
5/04/2020 0:00,0-9,5,mujeres,42,1,0
5/04/2020 0:00,10-19,15,hombres,46,0,0
5/04/2020 0:00,10-19,15,mujeres,53,1,0
5/04/2020 0:00,20-29,25,hombres,378,7,2
5/04/2020 0:00,20-29,25,mujeres,370,2,1
5/04/2020 0:00,30-39,35,hombres,1043,16,4
5/04/2020 0:00,30-39,35,mujeres,899,10,2
5/04/2020 0:00,40-49,45,hombres,2583,38,6
5/04/2020 0:00,40-49,45,mujeres,1686,28,9
5/04/2020 0:00,50-59,55,hombres,4120,125,29
5/04/2020 0:00,50-59,55,mujeres,2680,59,16
5/04/2020 0:00,60-69,65,hombres,5351,402,118
5/04/2020 0:00,60-69,65,mujeres,3479,169,54
5/04/2020 0:00,70-79,75,hombres,6612,1301,371
5/04/2020 0:00,70-79,75,mujeres,4184,509,157
5/04/2020 0:00,80-89,85,hombres,4397,1659,422
5/04/2020 0:00,80-89,85,mujeres,3410,1033,256
5/04/2020 0:00,90 - +,95,hombres,885,459,73
5/04/2020 0:00,90 - +,95,mujeres,1083,517,112
6/04/2020 0:00,0-9,5,hombres,44,0,-1
6/04/2020 0:00,0-9,5,mujeres,35,1,0
6/04/2020 0:00,10-19,15,hombres,47,0,0
6/04/2020 0:00,10-19,15,mujeres,58,1,0
6/04/2020 0:00,20-29,25,hombres,401,5,-2
6/04/2020 0:00,20-29,25,mujeres,391,1,-1
6/04/2020 0:00,30-39,35,hombres,1095,12,-4
6/04/2020 0:00,30-39,35,mujeres,924,8,-2
6/04/2020 0:00,40-49,45,hombres,2620,31,-7
6/04/2020 0:00,40-49,45,mujeres,1719,19,-9
6/04/2020 0:00,50-59,55,hombres,4132,102,-23
6/04/2020 0:00,50-59,55,mujeres,2708,45,-14
6/04/2020 0:00,60-69,65,hombres,5338,300,-102
6/04/2020 0:00,60-69,65,mujeres,3484,119,-50
6/04/2020 0:00,70-79,75,hombres,6591,977,-324
6/04/2020 0:00,70-79,75,mujeres,4178,364,-145
6/04/2020 0:00,80-89,85,hombres,4392,1300,-359
6/04/2020 0:00,80-89,85,mujeres,3397,821,-212
6/04/2020 0:00,90 - +,95,hombres,894,403,-56
6/04/2020 0:00,90 - +,95,mujeres,1087,430,-87
7/04/2020 0:00,0-9,5,hombres,42,0,0
7/04/2020 0:00,0-9,5,mujeres,35,1,0
7/04/2020 0:00,10-19,15,hombres,46,0,0
7/04/2020 0:00,10-19,15,mujeres,54,1,0
7/04/2020 0:00,20-29,25,hombres,378,5,0
7/04/2020 0:00,20-29,25,mujeres,373,2,1
7/04/2020 0:00,30-39,35,hombres,1050,12,0
7/04/2020 0:00,30-39,35,mujeres,902,8,0
7/04/2020 0:00,40-49,45,hombres,2590,31,0
7/04/2020 0:00,40-49,45,mujeres,1699,19,0
7/04/2020 0:00,50-59,55,hombres,4138,102,0
7/04/2020 0:00,50-59,55,mujeres,2690,45,0
7/04/2020 0:00,60-69,65,hombres,5368,301,1
7/04/2020 0:00,60-69,65,mujeres,3497,119,0
7/04/2020 0:00,70-79,75,hombres,6631,984,7
7/04/2020 0:00,70-79,75,mujeres,4199,369,5
7/04/2020 0:00,80-89,85,hombres,4424,1308,8
7/04/2020 0:00,80-89,85,mujeres,3433,827,6
7/04/2020 0:00,90 - +,95,hombres,896,408,5
7/04/2020 0:00,90 - +,95,mujeres,1099,436,6
8/04/2020 0:00,0-9,5,hombres,47,0,0
8/04/2020 0:00,0-9,5,mujeres,34,1,0
8/04/2020 0:00,10-19,15,hombres,53,0,0
8/04/2020 0:00,10-19,15,mujeres,58,1,0
8/04/2020 0:00,20-29,25,hombres,398,6,1
8/04/2020 0:00,20-29,25,mujeres,402,3,1
8/04/2020 0:00,30-39,35,hombres,1142,15,3
8/04/2020 0:00,30-39,35,mujeres,986,8,0
8/04/2020 0:00,40-49,45,hombres,2865,34,3
8/04/2020 0:00,40-49,45,mujeres,1884,19,0
8/04/2020 0:00,50-59,55,hombres,4635,130,28
8/04/2020 0:00,50-59,55,mujeres,3030,56,11
8/04/2020 0:00,60-69,65,hombres,6059,374,73
8/04/2020 0:00,60-69,65,mujeres,3959,153,34
8/04/2020 0:00,70-79,75,hombres,7409,1148,164
8/04/2020 0:00,70-79,75,mujeres,4746,455,86
8/04/2020 0:00,80-89,85,hombres,4953,1508,200
8/04/2020 0:00,80-89,85,mujeres,3957,1007,180
8/04/2020 0:00,90 - +,95,hombres,995,460,52
8/04/2020 0:00,90 - +,95,mujeres,1241,526,90
9/04/2020 0:00,0-9,5,hombres,50,0,0
9/04/2020 0:00,0-9,5,mujeres,37,1,0
9/04/2020 0:00,10-19,15,hombres,55,0,0
9/04/2020 0:00,10-19,15,mujeres,63,1,0
9/04/2020 0:00,20-29,25,hombres,407,8,2
9/04/2020 0:00,20-29,25,mujeres,417,3,0
9/04/2020 0:00,30-39,35,hombres,1164,15,0
9/04/2020 0:00,30-39,35,mujeres,1039,9,1
9/04/2020 0:00,40-49,45,hombres,2969,41,7
9/04/2020 0:00,40-49,45,mujeres,1995,20,1
9/04/2020 0:00,50-59,55,hombres,4833,137,7
9/04/2020 0:00,50-59,55,mujeres,3172,60,4
9/04/2020 0:00,60-69,65,hombres,6283,422,48
9/04/2020 0:00,60-69,65,mujeres,4093,174,21
9/04/2020 0:00,70-79,75,hombres,7653,1263,115
9/04/2020 0:00,70-79,75,mujeres,4934,513,58
9/04/2020 0:00,80-89,85,hombres,5226,1684,176
9/04/2020 0:00,80-89,85,mujeres,4296,1193,186
9/04/2020 0:00,90 - +,95,hombres,1104,534,74
9/04/2020 0:00,90 - +,95,mujeres,1423,678,152
10/04/2020 0:00,0-9,5,hombres,52,0,0
10/04/2020 0:00,0-9,5,mujeres,36,1,0
10/04/2020 0:00,10-19,15,hombres,57,0,0
10/04/2020 0:00,10-19,15,mujeres,62,1,0
10/04/2020 0:00,20-29,25,hombres,410,8,0
10/04/2020 0:00,20-29,25,mujeres,420,3,0
10/04/2020 0:00,30-39,35,hombres,1179,15,0
10/04/2020 0:00,30-39,35,mujeres,1042,9,0
10/04/2020 0:00,40-49,45,hombres,3019,44,3
10/04/2020 0:00,40-49,45,mujeres,2007,22,2
10/04/2020 0:00,50-59,55,hombres,4915,145,8
10/04/2020 0:00,50-59,55,mujeres,3236,61,1
10/04/2020 0:00,60-69,65,hombres,6399,445,23
10/04/2020 0:00,60-69,65,mujeres,4164,179,5
10/04/2020 0:00,70-79,75,hombres,7804,1318,55
10/04/2020 0:00,70-79,75,mujeres,5018,530,17
10/04/2020 0:00,80-89,85,hombres,5376,1778,94
10/04/2020 0:00,80-89,85,mujeres,4407,1257,64
10/04/2020 0:00,90 - +,95,hombres,1142,572,38
10/04/2020 0:00,90 - +,95,mujeres,1468,718,40
11/04/2020 0:00,0-9,5,hombres,49,0,0
11/04/2020 0:00,0-9,5,mujeres,37,1,0
11/04/2020 0:00,10-19,15,hombres,55,0,0
11/04/2020 0:00,10-19,15,mujeres,64,1,0
11/04/2020 0:00,20-29,25,hombres,408,8,0
11/04/2020 0:00,20-29,25,mujeres,415,3,0
11/04/2020 0:00,30-39,35,hombres,1186,15,0
11/04/2020 0:00,30-39,35,mujeres,1027,9,0
11/04/2020 0:00,40-49,45,hombres,3036,48,4
11/04/2020 0:00,40-49,45,mujeres,2000,26,4
11/04/2020 0:00,50-59,55,hombres,4975,150,5
11/04/2020 0:00,50-59,55,mujeres,3235,62,1
11/04/2020 0:00,60-69,65,hombres,6466,453,8
11/04/2020 0:00,60-69,65,mujeres,4169,184,5
11/04/2020 0:00,70-79,75,hombres,7826,1345,27
11/04/2020 0:00,70-79,75,mujeres,5064,551,21
11/04/2020 0:00,80-89,85,hombres,5431,1808,30
11/04/2020 0:00,80-89,85,mujeres,4541,1278,21
11/04/2020 0:00,90 - +,95,hombres,1162,584,12
11/04/2020 0:00,90 - +,95,mujeres,1588,734,16
12/04/2020 0:00,0-9,5,hombres,90,0,0
12/04/2020 0:00,0-9,5,mujeres,64,1,0
12/04/2020 0:00,10-19,15,hombres,58,0,0
12/04/2020 0:00,10-19,15,mujeres,71,1,0
12/04/2020 0:00,20-29,25,hombres,447,12,4
12/04/2020 0:00,20-29,25,mujeres,462,5,2
12/04/2020 0:00,30-39,35,hombres,1276,20,5
12/04/2020 0:00,30-39,35,mujeres,1132,15,6
12/04/2020 0:00,40-49,45,hombres,3303,70,22
12/04/2020 0:00,40-49,45,mujeres,2197,39,13
12/04/2020 0:00,50-59,55,hombres,5382,192,42
12/04/2020 0:00,50-59,55,mujeres,3549,89,27
12/04/2020 0:00,60-69,65,hombres,6956,614,161
12/04/2020 0:00,60-69,65,mujeres,4511,259,75
12/04/2020 0:00,70-79,75,hombres,8313,1837,492
12/04/2020 0:00,70-79,75,mujeres,5410,770,219
12/04/2020 0:00,80-89,85,hombres,5809,2345,537
12/04/2020 0:00,80-89,85,mujeres,4952,1624,346
12/04/2020 0:00,90 - +,95,hombres,1280,709,125
12/04/2020 0:00,90 - +,95,mujeres,1696,880,146
13/04/2020 0:00,0-9,5,hombres,90,0,0
13/04/2020 0:00,0-9,5,mujeres,64,1,0
13/04/2020 0:00,10-19,15,hombres,58,0,0
13/04/2020 0:00,10-19,15,mujeres,71,1,0
13/04/2020 0:00,20-29,25,hombres,447,12,0
13/04/2020 0:00,20-29,25,mujeres,462,5,0
13/04/2020 0:00,30-39,35,hombres,1276,20,0
13/04/2020 0:00,30-39,35,mujeres,1132,15,0
13/04/2020 0:00,40-49,45,hombres,3303,70,0
13/04/2020 0:00,40-49,45,mujeres,2197,39,0
13/04/2020 0:00,50-59,55,hombres,5382,192,0
13/04/2020 0:00,50-59,55,mujeres,3549,89,0
13/04/2020 0:00,60-69,65,hombres,6956,614,0
13/04/2020 0:00,60-69,65,mujeres,4511,259,0
13/04/2020 0:00,70-79,75,hombres,8313,1837,0
13/04/2020 0:00,70-79,75,mujeres,5410,770,0
13/04/2020 0:00,80-89,85,hombres,5809,2345,0
13/04/2020 0:00,80-89,85,mujeres,4952,1624,0
13/04/2020 0:00,90 - +,95,hombres,1280,709,0
13/04/2020 0:00,90 - +,95,mujeres,1696,880,0
